annotation_order,item_id,subject,source,A_semantic_fidelity,A_answer_preservation,A_tunisian_authenticity,A_msa_moroccan_interference,A_orthographic_naturalness,A_cultural_validity,A_verdict,A_origin,A_corrected_derja,B_semantic_fidelity,B_answer_preservation,B_tunisian_authenticity,B_msa_moroccan_interference,B_orthographic_naturalness,B_cultural_validity,B_verdict,B_origin,final_verdict,final_origin,adjudicated
369,security_studies::88,security_studies,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"بأي طرق ينجّم يتهدد المجتمع؟|||1. المجتمعات تتهدد كي يكون تراثها اللغوي وتقاليدها تحت الهجوم. عدم القدرة على استخدام وتطوير اللغة التقليدية يعني تدمير المجتمع.
2. التهديدات للأمن المجتمعي موجودة كي يشوف المجتمع هويتو الجماعية محل تساؤل. الظروف هاذي تشمل قمع التعبير والتدخل في قدرة المجتمع على إعادة إنتاج روحو عبر الأجيال.
3. التهديدات العسكرية للمجتمعات في شكل عدوان خارجي، بشكل أساسي من خلال سياسات تقليل السكان بهدف منع الهويات الجماعية من إعادة إنتاج روحها عبر الأجيال.
4. تدفق الهجرة لدولة مستقبلة يأدي لتغيير في تركيبة السكان وينتج عنه منافسة أفقية أو عمودية. الشي هذا موش تهديد مباشر للبقاء أما جزء من عمليات تطورية أوسع للهوية ما يتنجمش التحكم فيها.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
370,islamic_studies::1483,islamic_studies,arabic_mmlu,1,1,0,1,1,1,FIXABLE,TRANSLATION,غار حراء موجود في:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
371,philosophy::76,philosophy,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"فيلو يقول اللي التشبيه اللي خدم بيه كليانتيس باش يدافع على رأيو هو _____.|||1. معقد برشا
2. ضعيف
3. قوي
4. موش مبني على طريقة تفكير مشروعة",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
372,philosophy::48,philosophy,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"بـ""الحركة الحيوانية""، هوبز يقصد:|||1. العمليات اللاإرادية كيما دقات القلب والتنفس.
2. السلوك الغريزي، كيما رضاعة الصغار.
3. السلوك غير العقلاني.
4. كل السلوك الإرادي.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
373,biology::43,biology,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"كي نرفعوا كعب الرجل:|||1. تنبسط العضلة التوأمية
2. تنقبض عضلة كرش الساق
3. يتقطع وتر أخيل
4. الزوز أجوبة الأخرين",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
374,professional_law::875,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"مول دار حب يصبغ دارو. اتصل ببرشا صباغين في منطقتو وطلب منهم يبعثولو عروضهم باش يعملوا الخدمة. توصل مول الدار بـ10 عروض. التسعة الأولى كانوا يعرضوا يصبغوا الدار بمبالغ ما بين 10,000 و12,500 دولار. العرض العاشر تبعث بالتلغراف وكان لازمو يكون بـ10,000 دولار. أما شركة التلغراف عملت غلطة وبعثت العرض بـ1,000 دولار. قبل مول الدار العرض العاشر في الحين، أما الصباغ العاشر رفض يعمل الخدمة. أحسن دفاع للصباغ العاشر في دعوى خرق العقد من طرف مول الدار باش يكون:|||1. اللي مول الدار كان لازمو يعرف اللي فما غلطة في الإرسال، بسبب الفرق الكبير بين عرضو والعروض الأخرى.
2. اللي شركة التلغراف لازمها تكون مسؤولة كمقاول مستقل.
3. اللي مول الدار كان عندو واجب إيجابي باش يتحقق من جميع العروض المقدمة.
4. اللي الغلطة خلات العقد غير معقول.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
375,sociology::167,sociology,mmlu,1,1,0,1,1,1,FIXABLE,TRANSLATION,"واحد من المشاكل الأخلاقية متاع الملاحظة بالمشاركة السرية هي:|||1. ما تنجمش تكتب ملاحظات ميدانية شاملة ولاّ تسجل المحادثات
2. تخدع الناس المدروسين على سبب وجودك
3. تلاحظ الناس خارج بيئتهم الطبيعية
4. تعرض المشاركين للضرر الجسدي",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
376,moral_disputes::243,moral_disputes,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"رسالة يقول ناثانسون اللي نجموا نبعثوها بإلغاء عقوبة الإعدام هي أننا:|||1. نحترموا كرامة الحياة البشرية.
2. فما عقوبات أسوأ من الموت.
3. ما فماش عقوبة متناسبة مع القتل.
4. حتى وحدة من هاذم",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
377,global_facts::41,global_facts,mmlu,1,1,0,1,1,1,FIXABLE,TRANSLATION,شنيّة نسبة الأولاد اللي أعمارهم بين 13 و15 سنة في الصين اللي قالوا اللي تشابكوا في المدرسة، مرة ولاّ أكثر في العام اللي فات، حتى لعام 2015؟,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
378,philosophy::261,philosophy,mmlu,0,1,1,0,1,1,FIXABLE,TRANSLATION,النظرية اللي تقول اللي الحالات العقلية ما هيا كان حالات دماغ تتسمى _____.,1,0,0,0,0,1,DISCARD,SOURCE,FIXABLE,TRANSLATION,True
379,philosophy_ar::32,philosophy_ar,arabic_mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"يقول علي عزت بيغوفيتش: ""الفن هو معرفة الخاص، والفلسفة والعلم معرفة العام"". القول هذا يعكس مهارة من مهارات التفكير الفلسفي هي:",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
380,moral_scenarios::319,moral_scenarios,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | وفاتلي صباغة الوجه متاع كسوة الهالوين متاع ولدي، استعملت باليطة المكياج خاطر اضطريت نرتجل. الحالة 2 | عجبني بيل، وهو ما يعرفنيش؛ بسّتو باش نشوف شنوّة الكيمياء اللي تنجم تكون بيناتنا.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
381,high_school_world_history::116,high_school_world_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""اللي ننقصوا من السرعة معناها نتخلفوا. واللي يتخلفوا يتضربوا. أما أحنا ما نحبوش نتضربوا. لا، نرفضوا نتضربوا! من خصائص تاريخ روسيا القديمة الضربات المستمرة اللي كانت تاخذها بسبب تخلفها. ضربوها خانات المغول. ضربوها البايات الأتراك. ضربوها الأسياد الإقطاعيين السويديين. ضربوها النبلاء البولنديين والليتوانيين. ضربوها الرأسماليين البريطانيين والفرنسيين. ضربوها البارونات اليابانيين. الكل ضربوها — بسبب تخلفها: تخلفها العسكري، والثقافي، والسياسي، والصناعي، والفلاحي. ضربوها خاطر الضرب كان مربح وممكن بلا عقاب. تتفكروا كلمات الشاعر ما قبل الثورة: 'إنتي فقيرة وغنية، قوية وضعيفة، يا أمنا روسيا.' السادة هاذوكم كانوا يعرفوا مليح أبيات الشاعر القديم. ضربوها وقالوا: 'إنتي غنية'، إذن ينجم الواحد يغتني على حسابك. ضربوها وقالوا: 'إنتي فقيرة وضعيفة'، إذن ينجموا يضربوك وينهبوك بلا عقاب. هذا هو قانون المستغلين — يضربوا المتخلف والضعيف. هذا هو قانون الغابة متاع الرأسمالية. إنتا متخلف، إنتا ضعيف — إذن إنتا غالط؛ وبالتالي ينجموا يضربوك ويستعبدوك. إنتا قوي — إذن إنتا على حق؛ وبالتالي يلزم يحذروا منك.
هذا علاش ما يلزمناش نبقاوا متخلفين.""
جوزيف ستالين، خطاب ألقاه في المؤتمر الأول لعموم الاتحاد للموظفين القياديين في الصناعة الاشتراكية، 4 فيفري 1931
خطاب ستالين متأثر بشكل قوي بشنوّة من هاذم؟",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
382,law::6,law,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"يقيم الدعوى العمومية:|||1. النيابة العمومية
2. الموظفين المكلفين بهذا قانونيا
3. الطرف المتضرر
4. كل الأجوبة صحيحة",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
383,world_religions::36,world_religions,mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,وين كان أشهر موقع متاع الطقوس السرية في اليونان؟,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
384,high_school_statistics::88,high_school_statistics,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة من الحاجات هاذي هو متغير عشوائي ذو الحدين؟|||1. عدد المرات اللي يلزمك ترمي الزهر باش يطلعلك 5.
2. عدد النقاط اللي يجمعهم فريق هوكي في 10 ماتشات، وين ياخذوا زوز نقاط على الربح، ونقطة على التعادل، وشي على الخسارة.
3. عدد كارطات الكور اللي طلعوا من بين خمسة كارطات مسحوبين بلا رجوع من باكو فيه 52 كارطة.
4. عدد السواقة اللي ما شادينش السانتور في عينة عشوائية من خمسة سواقة.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
385,driving_test::821,driving_test,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,الصغار اللي كبروا على استعمال كرسي الحماية لازمهم يستعملوا كرسي الدعم حتى يوصل طولهم لـ:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
386,human_aging::141,human_aging,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,الخلايا في العين اللي تستجيب للضو الخافت يسميوهم:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
387,professional_psychology::537,professional_psychology,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,الضرر المركّز في الجزء متاع الفص الجبهي الأيسر اللي يتسمى منطقة بروكا غالبا باش يأثر على:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
388,general_knowledge::596,general_knowledge,arabic_mmlu,1,1,1,1,1,1,OK,,,1,0,1,1,1,1,DISCARD,SOURCE,OK,,True
389,biology::937,biology,arabic_mmlu,1,0,1,1,1,1,DISCARD,SOURCE,,1,1,1,1,1,1,OK,,DISCARD,SOURCE,True
390,law::274,law,arabic_mmlu,1,1,1,0,1,0,DISCARD,SOURCE,,1,1,0,0,1,1,FIXABLE,TRANSLATION,DISCARD,SOURCE,True
391,moral_disputes::293,moral_disputes,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شابيرو يناقش استعمال الكحول في الثقافات المتوسطية باش يبيّن اللي:|||1. حتى الثقافات اللي تستهلك شوية كحول ممكن تكون عندها نسبة عالية متاع الإدمان.
2. استهلاك المشروبات الكحولية (كيما الشراب) ممكن يكون عندو فوائد صحية مفاجئة.
3. الزيادة في استعمال المخدرات موش ديما تأدي لزيادة في الإدمان.
4. كل اللي تقال",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
392,geography::591,geography,arabic_mmlu,0,1,0,0,0,1,FIXABLE,TRANSLATION,نموذج للتكامل بين عناصر التنمية المستدامة الثلاثة (الاقتصاد والمجتمع والبيئة) هو:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
393,management_ar::8,management_ar,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"اختار الجواب الصحيح بنعم ولاّ لا من اللي جاي:
ديما تكون بيئة الخدمة الإدارية مستقرة.|||1. نعم
2. لا",0,1,0,1,0,0,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
394,moral_scenarios::843,moral_scenarios,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | نعرف اللي يدين عمي فيهم الروماتيزم، شديت يدو بالشويّة. الحالة 2 | حرقت الماكلة في السوبرمارشي.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
395,general_knowledge::910,general_knowledge,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,هي اللي تتاخذ من الشجرة وتختلف جودتها وصلابتها حسب نوع الشجرة اللي تاخذت منها:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
396,high_school_government_and_politics::135,high_school_government_and_politics,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة هي الجملة الصحيحة من الجمل هاذي على مجلس النواب؟|||1. مشاريع قوانين المداخيل الكل لازمها تبدا في مجلس الشيوخ قبل ما تمشي لمجلس النواب.
2. التمثيل في مجلس النواب يكون بالتساوي بين الولايات، بينما التمثيل في مجلس الشيوخ يكون حسب عدد السكان.
3. رئيس مجلس النواب عندو سلطة أقل من رئيس مجلس الشيوخ المؤقت.
4. مجلس النواب عندو لجنة الطرق والوسائل، بينما مجلس الشيوخ ما عندوش.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
397,political_science::172,political_science,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,".. هي مبادئ في شكل صيغ تعبّر على حاجات بشرية تدور حول الكرامة الإنسانية:|||1. حقوق الطفل
2. حقوق المرأة
3. حقوق الإنسان",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
398,natural_science::338,natural_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"مواصفات السكن الصحي تتمثل في:|||1. يكون نظيف
2. ما يدخلوش شعاع الشمس
3. ما فيهش شرجم
4. تكثر فيه الرطوبة",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
399,high_school_world_history::178,high_school_world_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""سافرت من غادي لعدن، ميناء اليمن، على ساحل المحيط. محاطة بالجبال وما تنجم توصلها كان من جيهة وحدة؛ ما فيها لا زرع ولا شجر ولا ماء، أما فيها خزانات يتجمع فيها ماء الشتاء. العرب غالبا يقطعوا على السكان إمدادات الماء الصالح للشراب حتى يشريوهم بالفلوس والقماش. بلاصة سخونة برشا. هي ميناء الهنود، وتجيها سفن كبيرة من كينبايات [كامباي]، وكولام [كويلون]، وكاليكوت وبرشا موانئ ملابارية أخرى [على الساحل الجنوبي الغربي للهند]. فما تجار هنود ساكنين فيها، وكذلك تجار مصريين. سكانها إما تجار، ولاّ حمّالة، ولاّ صيادة. بعض التجار أغنياء برشا، لدرجة اللي تاجر واحد ينجم يكون هو المالك الوحيد لسفينة كبيرة بكل ما فيها، وهذا موضوع تفاخر وتنافس بيناتهم. ورغم هذا الكل، هوما ناس تقاة، متواضعين، مستقيمين، كرماء في طبعهم، يعاملوا الغرباء بالباهي، ويعطيوا بسخاء للمتعبدين، ويخلصوا العشور الواجبة لله الكل.""
ابن بطوطة، حوالي 1325-1354م.
نبرة اليوميات تعكس أحسن اناهو تطور من التطورات التالية في شبكة التجارة في المحيط الهندي؟",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
